Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Kalika Restaurant,"North Indian, Chinese, Biryani, Mughlai, South Indian, Sichuan",2.9,₹800 for two,11.3,"Aashiana, Lucknow","Exquisite Taste, Diverse Menu, Breakfast","North Indian, Chinese, Biryani, Mughlai, South Indian, SichuanExquisite Taste, Diverse Menu, Breakfast₹800 for two2.9"
The Admiral Restaurant & Bar,"North Indian, Desserts",3.9,"₹1,000 for two",7.6,"Gomti Nagar, Lucknow","Hospitable Staff, Breakfast, Extensive Mocktail Menu","North Indian, DessertsHospitable Staff, Breakfast, Extensive Mocktail Menu₹1,000 for two3.9"
Marine Room - The Piccadily,"North Indian, Mughlai, Continental, Oriental, Biryani, Fast Food, Desserts, Beverages",4.3,"₹3,100 for two",9.2,"The Piccadily Lucknow, Alambagh, Lucknow","Staff, Seasonal Menu, Inviting Decor","North Indian, Mughlai, Continental, Oriental, Biryani, Fast Food, Desserts, BeveragesStaff, Seasonal Menu, Inviting Decor₹3,100 for two4.3"
Alpha Restaurant,"North Indian, Biryani, Mughlai, Fast Food, Salad, Chinese, Desserts, Beverages",3.9,"₹1,200 for two",1.2,"Hazratganj, Lucknow","Good Music, Great Service, Inviting Decor","North Indian, Biryani, Mughlai, Fast Food, Salad, Chinese, Desserts, BeveragesGood Music, Great Service, Inviting Decor₹1,200 for two3.9"
Mirage The Lounge,"Continental, Italian, Chinese, Ice Cream, Shake, Beverages",3.7,"₹1,200 for two",2.3,"Hazratganj, Lucknow","Staff, Authentic Flavors, Memorable Experience","Continental, Italian, Chinese, Ice Cream, Shake, BeveragesStaff, Authentic Flavors, Memorable Experience₹1,200 for two3.7"
WOW! Momo,"Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, Desserts",4.0,₹400 for two,9.3,"Aashiana, Lucknow","Perfect Place, Variety of Beer, Local Sourcing","Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, DessertsPerfect Place, Variety of Beer, Local Sourcing₹400 for two4.0"
The Pizza Town,"Pizza, Burger, Fast Food, Street Food, Beverages",3.9,₹450 for two,6.6,"Indira Nagar, Lucknow","Inviting Decor, Consistent Quality, Cafe","Pizza, Burger, Fast Food, Street Food, BeveragesInviting Decor, Consistent Quality, Cafe₹450 for two3.9"
BohoBar,"Asian, North Indian, Continental, Italian, Mughlai",3.9,"₹1,300 for two",6.0,"Levana Cyber Heights, Gomti Nagar, Lucknow","Consistent Quality, Well-priced Options, Memorable Experience","Asian, North Indian, Continental, Italian, MughlaiConsistent Quality, Well-priced Options, Memorable Experience₹1,300 for two3.9"
Coffee & Dessert Co.,"Cafe, Beverages, Fast Food, Desserts, Pancake, Waffle, Shake, Coffee",4.0,₹500 for two,5.4,"Gomti Nagar, Lucknow","Breakfast, Creative Cuisine, Fresh Ingredients","Cafe, Beverages, Fast Food, Desserts, Pancake, Waffle, Shake, CoffeeBreakfast, Creative Cuisine, Fresh Ingredients₹500 for two4.0"
Meliora Cafe,"Chinese, Salad, Pasta, Pizza, Sandwich, Fast Food, Street Food, Beverages",3.7,₹300 for two,7.9,"Jankipuram, Lucknow","Comfortable Seating, Peaceful Ambience, Flavorful Creations","Chinese, Salad, Pasta, Pizza, Sandwich, Fast Food, Street Food, BeveragesComfortable Seating, Peaceful Ambience, Flavorful Creations₹300 for two3.7"
Dreamy Delicacies,"North Indian, Mughlai, Continental, Seafood, Chinese, Desserts, Beverages",4.1,₹850 for two,4.1,"Aliganj, Lucknow","Efficient Service, Extensive Mocktail Menu, Weekend Brunch","North Indian, Mughlai, Continental, Seafood, Chinese, Desserts, BeveragesEfficient Service, Extensive Mocktail Menu, Weekend Brunch₹850 for two4.1"
Dante Bar,"BBQ, Mughlai, Chinese, Continental, Desserts, Beverages",3.9,"₹1,800 for two",4.6,"Comfort Inn, Gomti Nagar, Lucknow","Friendly Staff, Well-priced Options, Impeccable Presentation","BBQ, Mughlai, Chinese, Continental, Desserts, BeveragesFriendly Staff, Well-priced Options, Impeccable Presentation₹1,800 for two3.9"
Citrus Cafe - Lemon Tree,"Continental, North Indian, South Indian, Chinese, Beverages",3.5,"₹1,400 for two",11.7,"Transport Nagar, Lucknow","Great Service, Hospitable Staff, Authentic Flavors","Continental, North Indian, South Indian, Chinese, BeveragesGreat Service, Hospitable Staff, Authentic Flavors₹1,400 for two3.5"
SkyLords,"Continental, North Indian, Chinese, Italian, Asian, Oriental, Desserts, Beverages",3.7,₹950 for two,1.5,"Mahanagar, Lucknow","Flavorful Creations, Memorable Experience, Clean Environment","Continental, North Indian, Chinese, Italian, Asian, Oriental, Desserts, BeveragesFlavorful Creations, Memorable Experience, Clean Environment₹950 for two3.7"
Grand Patio - Hotel Savvy Grand,"North Indian, Continental, Chinese",3.7,"₹1,200 for two",4.6,"Gomti Nagar, Lucknow","Staff, Hospitality, Great for Dates","North Indian, Continental, ChineseStaff, Hospitality, Great for Dates₹1,200 for two3.7"
Subway,"Healthy Food, Salad, Sandwich, Wraps, Fast Food, Beverages",2.4,₹400 for two,1.2,"Nishatganj, Lucknow","Innovative Dishes, Local Sourcing, Vintage Decor","Healthy Food, Salad, Sandwich, Wraps, Fast Food, BeveragesInnovative Dishes, Local Sourcing, Vintage Decor₹400 for two2.4"
Cake 24x7,"Bakery, Desserts",3.0,₹300 for two,9.9,"Transport Nagar, Lucknow","Warm Atmosphere, Exquisite Taste, Attentive Service","Bakery, DessertsWarm Atmosphere, Exquisite Taste, Attentive Service₹300 for two3.0"
Al Baike,Fast Food,3.0,₹200 for two,7.8,"Chowk, Lucknow","Innovative Dishes, Hospitality, Extensive Mocktail Menu","Fast FoodInnovative Dishes, Hospitality, Extensive Mocktail Menu₹200 for two3.0"
Dastarkhwan,"Mughlai, North Eastern, Biryani, Kebab, Lucknowi, Awadhi",4.5,₹500 for two,1.9,"Kaiserbagh, Lucknow","Breakfast, Memorable Experience, Impeccable Presentation","Mughlai, North Eastern, Biryani, Kebab, Lucknowi, AwadhiBreakfast, Memorable Experience, Impeccable Presentation₹500 for two4.5"
Cake 'N' Cafe,"Bakery, Desserts, Fast Food",4.2,₹450 for two,9.3,"Aashiana, Lucknow","Cafe, Customizable Dishes, Attentive Service","Bakery, Desserts, Fast FoodCafe, Customizable Dishes, Attentive Service₹450 for two4.2"
Sahib Cafe - Taj Mahal,"North Indian, Mughlai, Continental, Italian, Sandwich, Oriental, Mediterranean, Desserts",4.6,"₹4,000 for two",2.7,"Taj Mahal, Lucknow, Lucknow","Variety of Beer, Warm Atmosphere, Sophisticated","North Indian, Mughlai, Continental, Italian, Sandwich, Oriental, Mediterranean, DessertsVariety of Beer, Warm Atmosphere, Sophisticated₹4,000 for two4.6"
Arabania Indo-Arabic Restaurant,"Arabian, North Indian, Mughlai, Mandi, Continental, Chinese, Desserts, Beverages",New,"₹1,600 for two",8.9,"Kanpur Road, Lucknow","Consistent Quality, Sophisticated, Clean Environment","Arabian, North Indian, Mughlai, Mandi, Continental, Chinese, Desserts, BeveragesConsistent Quality, Sophisticated, Clean Environment₹1,600 for twoNew"
The Centurion,"North Indian, Continental, Chinese, Italian, Awadhi, Pasta",4.2,"₹2,000 for two",4.6,"Gomti Nagar, Lucknow","Live Sports Screening, Great for Dates, Staff","North Indian, Continental, Chinese, Italian, Awadhi, PastaLive Sports Screening, Great for Dates, Staff₹2,000 for two4.2"
DOR,"Chinese, North Indian, Continental, Pasta, Desserts",3.9,₹500 for two,6.0,"Gomti Nagar, Lucknow","Brewed Beer, Warm Atmosphere, Staff","Chinese, North Indian, Continental, Pasta, DessertsBrewed Beer, Warm Atmosphere, Staff₹500 for two3.9"
Ranbirs,"Chinese, North Indian, Salad",3.6,₹400 for two,8.8,"Alambagh, Lucknow","Peaceful Ambience, Local Sourcing, Sustainable Practices","Chinese, North Indian, SaladPeaceful Ambience, Local Sourcing, Sustainable Practices₹400 for two3.6"
Plan B Food Court,"North Indian, Chinese, Rolls, Biryani, Mughlai, Ice Cream, Juices, Shake",3.0,₹650 for two,10.0,"Gomti Nagar, Lucknow","Good Bartenders, Exquisite Taste, Sustainable Practices","North Indian, Chinese, Rolls, Biryani, Mughlai, Ice Cream, Juices, ShakeGood Bartenders, Exquisite Taste, Sustainable Practices₹650 for two3.0"
Chango's,"Asian, Japanese, Thai, Sushi, Chinese, Korean",4.2,₹500 for two,4.5,"Gomti Nagar, Lucknow","Great Service, Ambiance, Fresh Ingredients","Asian, Japanese, Thai, Sushi, Chinese, KoreanGreat Service, Ambiance, Fresh Ingredients₹500 for two4.2"
Karim's - The Original From Jama Masjid Delhi 6,"Fast Food, Mughlai, North Indian",3.3,₹800 for two,2.4,"Lalbagh, Lucknow","Vintage Decor, Seasonal Menu, Staff","Fast Food, Mughlai, North IndianVintage Decor, Seasonal Menu, Staff₹800 for two3.3"
The Deli - Novotel,"Fast Food, Bakery, Beverages, Desserts",3.9,"₹1,000 for two",7.5,"Novotel, Gomti Nagar, Lucknow","Courteous Staff, Great for Dates, Breakfast","Fast Food, Bakery, Beverages, DessertsCourteous Staff, Great for Dates, Breakfast₹1,000 for two3.9"
The House Of Honour,"Cafe, Coffee, Shake, Beverages, North Indian, Chinese, Sandwich, Fast Food",3.9,₹750 for two,6.7,"Gomti Nagar, Lucknow","Ambience, Local Sourcing, Brewed Beer","Cafe, Coffee, Shake, Beverages, North Indian, Chinese, Sandwich, Fast FoodAmbience, Local Sourcing, Brewed Beer₹750 for two3.9"
Bhukkad Food Corner,"Fast Food, Pizza, Burger, Sandwich, Beverages",3.7,₹300 for two,10.7,"Gomti Nagar, Lucknow","Seasonal Menu, Great Service, Local Sourcing","Fast Food, Pizza, Burger, Sandwich, BeveragesSeasonal Menu, Great Service, Local Sourcing₹300 for two3.7"
Let's Bake Stories,"Cafe, Coffee, Bakery, Beverages",4.5,₹500 for two,2.8,"Husain Ganj, Lucknow","Quantity, Young Crowd, Live Sports Screening","Cafe, Coffee, Bakery, BeveragesQuantity, Young Crowd, Live Sports Screening₹500 for two4.5"
Haldiram Bhujiawala,"North Indian, South Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages",New,₹500 for two,9.8,"Sadar Bazaar, Lucknow","Attentive Service, Young Crowd, Inviting Decor","North Indian, South Indian, Chinese, Street Food, Desserts, Ice Cream, BeveragesAttentive Service, Young Crowd, Inviting Decor₹500 for twoNew"
14Greens,"North Indian, Chinese, Continental",3.5,₹950 for two,5.4,"Indira Nagar, Lucknow","Friendly Staff, Ambience, Breakfast","North Indian, Chinese, ContinentalFriendly Staff, Ambience, Breakfast₹950 for two3.5"
Cafe Roost - Restaurant & Roof Top,"Mughlai, Chinese, North Indian, Fast Food, Biryani, Afghan, Pizza, Beverages",3.9,"₹1,200 for two",7.3,"Aliganj, Lucknow","Creative Cuisine, Young Crowd, Diverse Menu","Mughlai, Chinese, North Indian, Fast Food, Biryani, Afghan, Pizza, BeveragesCreative Cuisine, Young Crowd, Diverse Menu₹1,200 for two3.9"
NutriPlate India,"Sandwich, Healthy Food, Beverages, Ice Cream",4.6,₹350 for two,0.973,"Mahanagar, Lucknow","Friendly Staff, Attentive Service, Variety of Beer","Sandwich, Healthy Food, Beverages, Ice CreamFriendly Staff, Attentive Service, Variety of Beer₹350 for two4.6"
Rollsking,"North Indian, Rolls, Fast Food, Beverages",2.5,₹450 for two,5.6,"Gomti Nagar, Lucknow","Impeccable Presentation, Cafe, Courteous Staff","North Indian, Rolls, Fast Food, BeveragesImpeccable Presentation, Cafe, Courteous Staff₹450 for two2.5"
B4,"Chinese, Street Food, North Indian, Desserts",4.1,"₹1,800 for two",7.1,"Gomti Nagar, Lucknow","Courteous Staff, Cafe, Local Sourcing","Chinese, Street Food, North Indian, DessertsCourteous Staff, Cafe, Local Sourcing₹1,800 for two4.1"
Moti Mahal Delux,"North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani, Desserts, Beverages",3.7,"₹1,400 for two",9.0,"Gomti Nagar, Lucknow","Well-priced Options, Trendy Setting, Diverse Menu","North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani, Desserts, BeveragesWell-priced Options, Trendy Setting, Diverse Menu₹1,400 for two3.7"
Coffee & Dessert Co. Exclusive,"Coffee, Shake, Beverages, Pizza, Burger, Sandwich, Fast Food, Desserts",3.8,₹400 for two,5.9,"Gomti Nagar, Lucknow","Sophisticated, Quantity, Attentive Service","Coffee, Shake, Beverages, Pizza, Burger, Sandwich, Fast Food, DessertsSophisticated, Quantity, Attentive Service₹400 for two3.8"
Hot Platter By The Ecstasy,"North Indian, Chinese, Biryani, Mughlai, Beverages",-,"₹1,200 for two",7.5,"Gomti Nagar, Lucknow","Well-priced Options, Ambience, Authentic Flavors","North Indian, Chinese, Biryani, Mughlai, BeveragesWell-priced Options, Ambience, Authentic Flavors₹1,200 for two-"
Copper Handi - Hotel Vijay Paradise,"Chinese, Continental, North Indian, Fast Food, Sandwich, Desserts",4.0,"₹1,200 for two",4.2,"Khurram Nagar, Lucknow","Local Sourcing, Cafe, Great Service","Chinese, Continental, North Indian, Fast Food, Sandwich, DessertsLocal Sourcing, Cafe, Great Service₹1,200 for two4.0"
Pendulum Bar,"Bar Food, North Indian, Fast Food",3.9,"₹1,200 for two",10.8,"Gomti Nagar, Lucknow","Ambiance, Clean Environment, Variety of Beer","Bar Food, North Indian, Fast FoodAmbiance, Clean Environment, Variety of Beer₹1,200 for two3.9"
Rocca - Hyatt Regency Lucknow,"North Indian, Mughlai, Italian, Continental, Fast Food, Beverages, Desserts",4.4,"₹3,000 for two",5.8,"Hyatt Regency Lucknow, Lucknow","Satisfying Portions, Impeccable Presentation, Efficient Service","North Indian, Mughlai, Italian, Continental, Fast Food, Beverages, DessertsSatisfying Portions, Impeccable Presentation, Efficient Service₹3,000 for two4.4"
Centaurus,"North Indian, Chinese, Pizza, Italian, Continental, Mughlai, Desserts, Beverages",4.2,"₹1,200 for two",0.86,"Hazratganj, Lucknow","Warm Atmosphere, Authentic Flavors, Memorable Experience","North Indian, Chinese, Pizza, Italian, Continental, Mughlai, Desserts, BeveragesWarm Atmosphere, Authentic Flavors, Memorable Experience₹1,200 for two4.2"
Pepperz,"Fast Food, Chinese, North Indian, Awadhi, Continental, Desserts, Beverages",3.7,"₹1,400 for two",3.2,"Chowk, Lucknow","Local Sourcing, Courteous Staff, Perfect Place","Fast Food, Chinese, North Indian, Awadhi, Continental, Desserts, BeveragesLocal Sourcing, Courteous Staff, Perfect Place₹1,400 for two3.7"
Orya Foodhall,"North Indian, Mughlai, Oriental, Italian, Chinese, Salad, Desserts, Beverages",-,"₹1,000 for two",13.8,"Gomti Nagar, Lucknow","Sophisticated, Extensive Mocktail Menu, Flavorful Creations","North Indian, Mughlai, Oriental, Italian, Chinese, Salad, Desserts, BeveragesSophisticated, Extensive Mocktail Menu, Flavorful Creations₹1,000 for two-"
Grandeurs Bakery & Cafe,"Cafe, Beverages, Bakery, Desserts, Italian, Sandwich, Waffle, Chinese",3.4,"₹1,000 for two",4.6,"Gomti Nagar, Lucknow","Hospitality, Exquisite Taste, Memorable Experience","Cafe, Beverages, Bakery, Desserts, Italian, Sandwich, Waffle, ChineseHospitality, Exquisite Taste, Memorable Experience₹1,000 for two3.4"
The Posh Pouf,"North Indian, Chinese, South Indian, Fast Food, Mughlai, Biryani, Desserts, Beverages",4.0,"₹1,200 for two",9.5,"Alambagh, Lucknow","Quantity, Attentive Service, Local Sourcing","North Indian, Chinese, South Indian, Fast Food, Mughlai, Biryani, Desserts, BeveragesQuantity, Attentive Service, Local Sourcing₹1,200 for two4.0"
The Peddler's,"North Indian, Continental, Chinese, Fast Food, Beverages",4.2,₹950 for two,1.1,"Hazratganj, Lucknow","Variety of Beer, Authentic Flavors, Ambience","North Indian, Continental, Chinese, Fast Food, BeveragesVariety of Beer, Authentic Flavors, Ambience₹950 for two4.2"
Pincio Lounge And Cafe,"North Indian, Fast Food, Italian, Chinese, Street Food, Biryani, Desserts, Beverages",3.8,"₹1,800 for two",10.0,"Sadar Bazaar, Lucknow","Good Bartenders, Clean Environment, Great for Dates","North Indian, Fast Food, Italian, Chinese, Street Food, Biryani, Desserts, BeveragesGood Bartenders, Clean Environment, Great for Dates₹1,800 for two3.8"
Bikaner Express ( Vrindavan Colony ),"North Indian, Mithai, South Indian, Chinese, Italian, Fast Food, Desserts, Beverages",3.7,₹950 for two,9.8,"Aashiana, Lucknow","Trendy Setting, Quantity, Good Music","North Indian, Mithai, South Indian, Chinese, Italian, Fast Food, Desserts, BeveragesTrendy Setting, Quantity, Good Music₹950 for two3.7"
Dastarkhwan Sumayya Restaurant,"North Indian, Mughlai, Biryani",3.8,₹600 for two,5.0,"Gomti Nagar, Lucknow","Diverse Menu, Trendy Setting, Fresh Ingredients","North Indian, Mughlai, BiryaniDiverse Menu, Trendy Setting, Fresh Ingredients₹600 for two3.8"
Biryani Queen,"Biryani, North Indian, Rolls, Kebab, Awadhi, Beverages",3.9,"₹1,400 for two",9.0,"Phoenix United Mall, Alambagh, Lucknow","Vintage Decor, Ambience, Attentive Service","Biryani, North Indian, Rolls, Kebab, Awadhi, BeveragesVintage Decor, Ambience, Attentive Service₹1,400 for two3.9"
The Jail Cafe & Bar,"North Indian, Mughlai, Chinese, Continental, Biryani, Seafood, Momos, Desserts",3.9,₹900 for two,5.2,"Gomti Nagar, Lucknow","Friendly Staff, Vintage Decor, Good Bartenders","North Indian, Mughlai, Chinese, Continental, Biryani, Seafood, Momos, DessertsFriendly Staff, Vintage Decor, Good Bartenders₹900 for two3.9"
Savoy,"North Indian, Italian, Seafood, Mughlai, Desserts, Beverages, Pizza, Biryani",4.3,"₹1,100 for two",2.5,"Gomti Nagar, Lucknow","Quantity, Authentic Flavors, Great Service","North Indian, Italian, Seafood, Mughlai, Desserts, Beverages, Pizza, BiryaniQuantity, Authentic Flavors, Great Service₹1,100 for two4.3"
Arabesca - Indo Arabic Restaurant,"North Indian, Arabian, Mandi, Biryani, Desserts",3.9,"₹1,400 for two",1.8,"Kaiserbagh, Lucknow","Friendly Staff, Delicious Food, Staff","North Indian, Arabian, Mandi, Biryani, DessertsFriendly Staff, Delicious Food, Staff₹1,400 for two3.9"
The London Shakes & Café,"Cafe, Italian, Fast Food, Street Food, Shake, Beverages, Desserts, Ice Cream",4.2,₹950 for two,4.3,"Aliganj, Lucknow","Sophisticated, Hospitality, Trendy Setting","Cafe, Italian, Fast Food, Street Food, Shake, Beverages, Desserts, Ice CreamSophisticated, Hospitality, Trendy Setting₹950 for two4.2"
The Indian Table - Hotel Vaibhav Inn,"North Indian, South Indian, Chinese, Biryani, Sichuan",4.1,₹950 for two,4.4,"Gomti Nagar, Lucknow","Main Course, Local Sourcing, Creative Cuisine","North Indian, South Indian, Chinese, Biryani, SichuanMain Course, Local Sourcing, Creative Cuisine₹950 for two4.1"
All Seasons,"North Indian, Desserts, Chinese, Beverages",-,"₹1,000 for two",7.6,"Gomti Nagar, Lucknow","Innovative Dishes, Variety of Beer, Courteous Staff","North Indian, Desserts, Chinese, BeveragesInnovative Dishes, Variety of Beer, Courteous Staff₹1,000 for two-"
Curry Leaf,"South Indian, Desserts, Shake, Beverages",4.3,₹500 for two,1.9,"Hazratganj, Lucknow","Sophisticated, Authentic Flavors, Sustainable Practices","South Indian, Desserts, Shake, BeveragesSophisticated, Authentic Flavors, Sustainable Practices₹500 for two4.3"
